"Drug poisoning death rates* by intent, age, sex, and drug type, 1999-2021",,,,,,,,,,,,,,,,,,,
Year,Gender,Intent,,Substance,,,Age Group,,,,,,,,,,,,
,,,,,,,< 1 year,1-4 years,5-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85+ years,,
2001,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.6,0.9,1.5,1.4,0.4,0.1,NR,NR,,
2001,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.2,0.4,0.9,0.7,0.3,0.1,0.2,0.2,,
2001,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,0.1,NR,1.3,2.0,3.7,3.3,0.9,0.3,0.2,0.4,,
2001,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.6,0.6,0.4,0.1,NR,NR,NR,,
2001,Male,Preventable/accidental,,All drugs,,,0.2,0.2,0.1,4.8,8.9,14.8,12.1,3.5,1.5,1.7,1.9,,
2001,Male,Preventable/accidental,,Any Opioid,,,NR,0.1,NR,2.9,5.1,8.1,7.0,1.8,0.3,0.2,0.2,,
2001,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.4,0.6,1.1,1.0,0.3,NR,NR,NR,,
2001,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2001,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.9,2.5,4.2,3.4,1.0,0.3,0.1,0.1,,
2001,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.8,1.5,2.2,1.8,0.4,0.1,0.1,NR,,
2001,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.6,0.8,1.2,1.1,0.3,0.1,NR,NR,,
2001,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.3,0.6,0.4,0.1,NR,0.1,0.1,,
2001,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,0.1,NR,1.1,1.6,2.8,2.5,0.6,0.1,0.1,0.2,,
2001,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.5,0.5,0.3,0.1,NR,NR,NR,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.5,0.1,0.1,3.7,7.9,14.3,11.6,4.2,2.0,2.4,4.4,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,NR,NR,1.9,4.1,7.3,5.8,1.6,0.5,0.3,0.4,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.2,0.6,1.1,0.9,0.4,0.2,0.1,0.2,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,0.7,1.9,3.3,2.3,0.4,0.1,0.1,0.1,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.6,1.0,1.5,1.2,0.3,NR,NR,NR,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.5,0.9,0.7,0.2,NR,NR,NR,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.2,0.7,0.6,0.3,0.1,0.1,0.2,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.5,1.3,2.4,2.2,0.7,0.3,0.2,0.2,,
2000,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.4,0.5,0.3,0.1,NR,NR,NR,,
2000,Both sexes,Preventable/accidental,,All drugs,,,0.2,0.1,NR,2.7,5.6,9.8,7.6,2.3,1.1,1.4,3.3,,
2000,Both sexes,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,1.5,3.1,5.3,4.3,1.1,0.3,0.1,0.3,,
2000,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.2,0.4,0.7,0.6,0.2,0.1,NR,NR,,
2000,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2000,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.6,1.6,2.8,2.0,0.4,0.1,NR,NR,,
2000,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.5,0.9,1.4,1.1,0.2,NR,NR,NR,,
2000,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.4,0.7,0.6,0.1,NR,NR,NR,,
2000,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.1,0.4,0.4,0.1,0.1,NR,0.1,,
2000,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.4,1.0,1.8,1.5,0.5,0.1,0.1,0.1,,
2000,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.4,0.3,NR,NR,NR,NR,,
2000,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.3,NR,0.1,1.9,4.6,9.2,7.7,3.9,2.0,2.3,3.9,,
2000,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,NR,NR,0.7,2.0,3.8,3.1,1.4,0.5,0.3,0.4,,
2000,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.1,0.4,0.8,0.7,0.3,0.2,0.1,0.3,,
2000,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2000,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.4,1.0,1.6,0.9,0.1,NR,NR,0.1,,
2000,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.4,0.5,0.3,0.1,NR,NR,NR,,
2000,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.1,0.3,0.7,0.5,0.1,NR,NR,NR,,
2000,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.2,0.6,0.6,0.4,0.1,0.1,0.2,,
2000,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.3,0.8,1.4,1.3,0.7,0.3,0.2,0.2,,
2000,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.2,0.2,0.3,0.1,NR,NR,NR,NR,,
2000,Female,Preventable/accidental,,All drugs,,,0.2,NR,NR,1.2,2.7,5.5,4.1,1.9,1.0,1.5,2.8,,
2000,Female,Preventable/accidental,,Any Opioid,,,0.1,NR,NR,0.5,1.4,2.6,1.9,0.8,0.2,0.1,0.2,,
2000,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.1,0.2,0.4,0.3,0.1,0.1,0.1,NR,,
2000,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2000,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.3,0.8,1.4,0.8,0.1,NR,NR,NR,,
2000,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.3,0.4,0.3,0.1,NR,NR,NR,,
2000,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.1,0.3,0.5,0.4,0.1,NR,NR,NR,,
2000,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,NR,0.1,0.4,0.3,0.2,0.1,NR,0.1,,
2000,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.2,0.5,1.0,0.7,0.4,0.1,0.1,0.1,,
2000,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.1,0.2,0.2,0.1,NR,NR,NR,NR,,
2000,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.6,0.2,0.1,5.3,11.3,19.5,15.7,4.4,2.1,2.5,5.9,,
2000,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.3,0.1,NR,2.9,6.2,10.7,8.6,1.9,0.5,0.3,0.4,,
2000,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.3,0.7,1.4,1.1,0.5,0.1,0.1,0.2,,
2000,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,,
2000,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,1.0,2.8,4.9,3.8,0.8,0.2,0.1,NR,,
2000,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.9,1.7,2.6,2.2,0.4,0.1,NR,NR,,
2000,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,0,0,0.3,0.6,1.1,0.9,0.2,0,0,0,,
2000,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,0.1,0,0,0.1,0.3,0.7,0.7,0.2,0,0.1,0.2,,
2000,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.2,0,0,0.8,1.9,3.4,3.1,0.7,0.3,0.1,0.2,,
2000,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0,0,0,0.3,0.5,0.7,0.5,0.1,0,0,0,,
2000,Male,Preventable/accidental,,All drugs,,,0.3,0.1,NR,4.1,8.5,14.3,11.2,2.7,1.3,1.3,4.4,,
2000,Male,Preventable/accidental,,Any Opioid,,,0.2,0.1,NR,2.4,4.9,8.1,6.7,1.4,0.3,0.1,0.3,,
2000,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.3,0.5,1.0,0.8,0.3,0.1,NR,NR,,
2000,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
2000,Male,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.9,2.4,4.2,3.3,0.8,0.2,0.1,NR,,
2000,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.8,1.6,2.4,2.0,0.4,0.1,NR,NR,,
2000,Male,Preventable/accidental,,Opioid subgroup - methadone,,,0.1,NR,NR,0.3,0.5,0.9,0.8,0.2,NR,NR,NR,,
2000,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,0.1,NR,NR,0.1,0.2,0.5,0.4,0.1,NR,NR,0.1,,
2000,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.7,1.5,2.6,2.3,0.5,0.1,NR,0.1,,
2000,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.3,0.4,0.6,0.4,0.1,NR,NR,NR,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,All drugs,,,0.5,0.2,0.1,3.2,8.1,14.0,11.1,4.2,2.4,2.8,3.8,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,NR,NR,1.6,4.1,7.2,5.4,1.5,0.5,0.4,0.3,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.1,0.5,1.0,0.8,0.3,0.2,0.2,0.1,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,0.7,2.3,3.5,2.3,0.6,0.1,NR,0.1,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.5,1.0,1.8,1.3,0.3,0.1,NR,0.1,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.1,0.4,0.8,0.5,0.1,NR,NR,NR,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,0.1,NR,NR,0.1,0.3,0.6,0.5,0.2,0.1,0.2,NR,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.5,1.3,2.3,2.0,0.7,0.3,0.2,0.2,,
1999,Both sexes,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.5,0.3,0.1,NR,NR,NR,,
1999,Both sexes,Preventable/accidental,,All drugs,,,0.2,0.1,NR,2.2,5.6,9.5,7.2,2.3,1.2,1.6,2.8,,
1999,Both sexes,Preventable/accidental,,Any Opioid,,,NR,NR,NR,1.2,3.1,5.3,4.0,1.0,0.3,0.2,0.2,,
1999,Both sexes,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.1,0.3,0.7,0.4,0.1,NR,NR,NR,,
1999,Both sexes,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
1999,Both sexes,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.6,1.9,2.9,2.0,0.5,0.1,NR,0.1,,
1999,Both sexes,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.4,0.9,1.6,1.2,0.3,0.1,NR,0.1,,
1999,Both sexes,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.1,0.3,0.6,0.4,0.1,NR,NR,NR,,
1999,Both sexes,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.2,0.4,0.3,0.1,NR,0.1,NR,,
1999,Both sexes,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.4,1.1,1.8,1.4,0.4,0.2,0.1,NR,,
1999,Both sexes,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.3,0.4,0.3,0.1,NR,NR,NR,,
1999,Female,"All (preventable, intentional, undetermined)",,All drugs,,,0.3,0.2,0.1,1.8,4.6,8.7,7.2,3.5,2.1,3.0,3.5,,
1999,Female,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.1,NR,NR,0.7,2.0,3.5,2.7,1.1,0.4,0.4,0.4,,
1999,Female,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,NR,NR,NR,0.1,0.3,0.7,0.6,0.3,0.2,0.2,0.1,,
1999,Female,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
1999,Female,"All (preventable, intentional, undetermined)",,Cocaine,,,NR,NR,NR,0.3,1.1,1.7,0.9,0.1,NR,NR,0.2,,
1999,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.2,0.3,0.6,0.3,NR,NR,NR,0.1,,
1999,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,0.1,NR,NR,0.1,0.3,0.6,0.4,0.1,NR,NR,NR,,
1999,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,NR,NR,NR,NR,0.2,0.5,0.5,0.3,0.1,0.2,NR,,
1999,Female,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.3,0.7,1.1,1.1,0.6,0.2,0.2,0.2,,
1999,Female,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,0.1,NR,NR,0.1,0.2,0.3,0.1,NR,NR,NR,NR,,
1999,Female,Preventable/accidental,,All drugs,,,0.1,0.1,NR,1.0,2.5,5.1,3.7,1.5,1.0,1.6,2.6,,
1999,Female,Preventable/accidental,,Any Opioid,,,NR,NR,NR,0.5,1.2,2.3,1.7,0.5,0.2,0.2,0.2,,
1999,Female,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,NR,0.2,0.4,0.3,0.1,NR,0.1,NR,,
1999,Female,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
1999,Female,Preventable/accidental,,Cocaine,,,NR,NR,NR,0.2,0.8,1.3,0.8,0.1,NR,NR,0.1,,
1999,Female,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.1,0.3,0.5,0.3,NR,NR,NR,0.1,,
1999,Female,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,NR,0.2,0.4,0.3,NR,NR,NR,NR,,
1999,Female,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,NR,0.1,0.3,0.3,0.1,NR,0.1,NR,,
1999,Female,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.2,0.5,0.7,0.6,0.3,0.1,0.1,0.1,,
1999,Female,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.1,0.1,0.2,0.1,NR,NR,NR,NR,,
1999,Male,"All (preventable, intentional, undetermined)",,All drugs,,,0.7,0.2,0.1,4.5,11.5,19.2,15.2,4.9,2.7,2.5,4.4,,
1999,Male,"All (preventable, intentional, undetermined)",,Any Opioid,,,0.2,0.1,NR,2.4,6.3,10.9,8.2,2.0,0.7,0.5,0.2,,
1999,Male,"All (preventable, intentional, undetermined)",,Benzodiazepines,,,0.1,NR,NR,0.2,0.6,1.4,1.0,0.4,0.2,0.1,0.2,,
1999,Male,"All (preventable, intentional, undetermined)",,Cannabis,,,NR,NR,NR,NR,NR,0.1,NR,NR,NR,NR,NR,,
1999,Male,"All (preventable, intentional, undetermined)",,Cocaine,,,0.1,NR,NR,1.0,3.5,5.4,3.8,1.1,0.2,NR,NR,,
1999,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - heroin,,,NR,NR,NR,0.8,1.6,3.0,2.3,0.5,0.1,0.1,0.1,,
1999,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.5,1.0,0.7,0.1,0.1,NR,NR,,
1999,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including fentanyl,,,0.1,NR,NR,0.1,0.4,0.7,0.6,0.2,0.1,0.1,NR,,
1999,Male,"All (preventable, intentional, undetermined)",,Opioid subgroup – including oxycodone and hydrocodone,,,0.1,NR,NR,0.7,2.0,3.6,2.8,0.8,0.4,0.2,0.1,,
1999,Male,"All (preventable, intentional, undetermined)",,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.5,0.7,0.5,0.1,NR,NR,NR,,
1999,Male,Preventable/accidental,,All drugs,,,0.4,0.1,NR,3.3,8.5,14.0,10.9,3.2,1.5,1.5,3.3,,
1999,Male,Preventable/accidental,,Any Opioid,,,NR,NR,NR,1.9,4.9,8.4,6.4,1.5,0.4,0.2,0.1,,
1999,Male,Preventable/accidental,,Benzodiazepines,,,NR,NR,NR,0.2,0.5,0.9,0.6,0.2,NR,NR,NR,,
1999,Male,Preventable/accidental,,Cannabis,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,
1999,Male,Preventable/accidental,,Cocaine,,,0.1,NR,NR,0.9,2.9,4.6,3.3,0.9,0.2,NR,NR,,
1999,Male,Preventable/accidental,,Opioid subgroup - heroin,,,NR,NR,NR,0.7,1.5,2.7,2.1,0.5,0.1,0.1,0.1,,
1999,Male,Preventable/accidental,,Opioid subgroup - methadone,,,NR,NR,NR,0.2,0.4,0.8,0.6,0.1,NR,NR,NR,,
1999,Male,Preventable/accidental,,Opioid subgroup – including fentanyl,,,NR,NR,NR,0.1,0.2,0.5,0.3,0.1,0.1,NR,NR,,
1999,Male,Preventable/accidental,,Opioid subgroup – including oxycodone and hydrocodone,,,NR,NR,NR,0.6,1.6,2.9,2.3,0.5,0.2,NR,NR,,
1999,Male,Preventable/accidental,,Psychostimulants – incl. methamphetamine,,,NR,NR,NR,0.2,0.4,0.6,0.4,0.1,NR,NR,NR,,
"Source: National Safety Council analysis of National Center for Health (NCHS)--Mortality Data for 1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Deaths are classified using the International Classification of Diseases, 10th Revision. Preventable drug poisoning deaths are identified using underlying cause-of-death codes X40-X44, while all drug poisoning deaths are identified by codes X40-X44, X60-X64, X85, and Y10-Y14. Among deaths with drug overdose as the underlying cause, the following multiple cause-of-death codes indicate the drug type(s) involved: Any opioid (T4NR-T40.4, T40.6), heroin (T40.1), methadone (T40.3), synthetic opioids other than methadone (including fentanyl, T40.4), natural and semisynthetic opioids (including oxycodone and hydrocodone, T40.2), benzodiazepines (T42.4), cocaine (T40.5), and cannabis (T40.7). Deaths involving more than one opioid category are counted in both categories. ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
